Company,Product,TypeName,Inches,ScreenResolution,ScreenType,TouchScreen,CPU_Company,CPU_Type,Frequency_GHz,Frequency_Category,RAM_GB,RAM_Category,Memory,Total_Memory,Memory_Category,GPU_Company,GPU_Type,OpSys,Weight_kg,Price_Rs,Price_Category
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.1,48367,Average Budget
HP,Probook 650,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 7,2.31,84195,High Budget
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,2560x1440,IPS Panel Touchscreen,Yes,Intel,Core M 6Y75,1.2,Low Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 515,Windows 10,0.99,125308,High Budget
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,Average Frequency,32,High RAM,512GB SSD +  1.0TB Hybrid,1536,High Memory,Nvidia,GeForce GTX 980M,Windows 10,4.6,290206,High Budget
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,IPS Panel Touchscreen,Yes,Intel,Atom x5-Z8550,1.44,Low Frequency,4,Low RAM,64GB Flash Storage,64,Low Memory,Intel,HD Graphics 400,Windows 10,0.69,57862,Average Budget
HP,Spectre x360,Ultrabook,13.3,3840x2160,IPS Panel 4K Ultra HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.3,183528,High Budget
Dell,Vostro 3568,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.18,67177,Average Budget
HP,EliteBook 840,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 7,1.54,92257,High Budget
HP,ZBook 15u,Workstation,15.6,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,FirePro W4190M,Windows 7,1.9,133907,High Budget
Lenovo,ThinkPad T460,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,180GB SSD,180,Low Memory,Intel,HD Graphics 520,Windows 7,1.7,107394,High Budget
HP,Chromebook 13,Notebook,13.3,3200x1800,Quad HD+,No,Intel,Pentium Dual Core 4405Y,1.5,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 515,Chrome OS,1.29,55085,Average Budget
Acer,Aspire ES1-523,Notebook,15.6,1366x768,Not Specified,No,AMD,A8-Series 7410,2.2,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon R5,Windows 10,2.4,34663,Low Budget
Dell,Inspiron 3552,Notebook,15.6,1366x768,Not Specified,No,Intel,Pentium Quad Core N3700,1.6,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics,Linux,2.2,35201,Low Budget
HP,250 G6,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,No OS,1.86,30901,Low Budget
Asus,Rog GL702VM-GC354T,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.7,143222,High Budget
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,256GB SSD,256,Low Memory,AMD,Radeon 530,Windows 10,1.4,73268,High Budget
HP,Elitebook 820,Netbook,12.5,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 7,2.4,143222,High Budget
Acer,Aspire F5-573G,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 950M,Windows 10,2.4,71566,High Budget
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R7 M445,Windows 10,2.36,57145,Average Budget
MSI,GS70 Stealth,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 965M,Windows 10,2.6,143222,High Budget
HP,250 G5,Notebook,15.6,1366x768,Not Specified,No,Intel,Pentium Quad Core N3710,1.6,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 405,Windows 10,1.96,44785,Average Budget
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 980M,Windows 10,4.3,205921,High Budget
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Not Specified,No,Intel,Core i3 6100U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 7,1.5,101661,High Budget
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Not Specified,No,Intel,Core i3 6100U,2.3,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 7,1.5,104438,High Budget
Acer,Chromebook 15,Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core 3205U,1.5,Low Frequency,4,Low RAM,16GB SSD,16,Low Memory,Intel,HD Graphics,Chrome OS,2.2,18720,Low Budget
HP,ZBook 17,Workstation,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,FirePro W6150M,Windows 7,3.0,259663,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.4,107394,High Budget
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.5,126562,High Budget
MSI,GE72 Apache,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 960M,Windows 10,2.9,135340,High Budget
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,2.1,77657,High Budget
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Full HD,No,AMD,A6-Series 9220,2.5,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,AMD,Radeon R4,Windows 10,2.1,35648,Low Budget
Asus,Rog GL552VW-CN470T,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 960M,Windows 10,2.59,119934,High Budget
HP,EliteBook 1030,Notebook,13.3,3200x1800,Quad HD+ / Touchscreen,Yes,Intel,Core M 6Y54,1.1,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 515,Windows 10,1.16,152179,High Budget
Dell,Vostro 3559,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon R5 M315,Windows 7,2.24,68879,Average Budget
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,2.1,38425,Low Budget
HP,Spectre Pro,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 520,Windows 10,1.16,176363,High Budget
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,IPS Panel Touchscreen,Yes,Intel,Atom x5-Z8550,1.44,Low Frequency,4,Low RAM,64GB Flash Storage,64,Low Memory,Intel,HD Graphics 400,Android,0.69,49173,Average Budget
Dell,XPS 13,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i7 7560U,2.4,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,Iris Plus Graphics 640,Windows 10,1.23,123517,High Budget
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,Average Frequency,16,Average RAM,256GB SSD +  1.0TB Hybrid,1280,High Memory,Nvidia,GeForce GTX 980M,Windows 10,4.6,246227,High Budget
Razer,Blade Stealth,Ultrabook,12.5,3840x2160,Touchscreen / 4K Ultra HD,Yes,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.25,92167,High Budget
Toshiba,Portege X30-D-10K,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.05,199382,High Budget
Asus,Rog GL752VW-T4308T,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 960M,Windows 10,3.52,117515,High Budget
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,1920x1080,Full HD,No,Intel,Atom X5-Z8350,1.44,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 400,Windows 10,1.35,17555,Low Budget
HP,Spectre Pro,Notebook,13.3,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.16,151373,High Budget
HP,EliteBook 1040,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.43,135519,High Budget
Dell,Latitude E5570,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Linux,2.09,46845,Average Budget
Asus,VivoBook Max,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.0,38962,Low Budget
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.8,149492,High Budget
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,IPS Panel Touchscreen,Yes,Intel,Atom x5-Z8550,1.44,Low Frequency,4,Low RAM,64GB Flash Storage,64,Low Memory,Intel,HD Graphics 400,Windows 10,0.69,42904,Average Budget
HP,EliteBook 820,Ultrabook,12.5,1366x768,Not Specified,No,Intel,Core i5 6300U,2.4,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.26,169735,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1060,No OS,2.4,88584,High Budget
HP,Omen -,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 6300HQ,2.3,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1060,Windows 10,3.35,101124,High Budget
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,2TB HDD,2048,High Memory,Intel,HD Graphics 620,Windows 10,2.04,56339,Average Budget
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 6600U,2.6,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Nvidia,Quadro M500M,Windows 7,1.8,183618,High Budget
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 500,Windows 10,1.5,24900,Low Budget
HP,250 G6,Ultrabook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.84,67356,Average Budget
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 940MX,Windows 10,2.23,55175,Average Budget
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,16,Average RAM,1.0TB Hybrid,1024,Average Memory,AMD,Radeon R7 M360,Windows 10,2.5,98437,High Budget
HP,ZBook 17,Workstation,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M3000M,Windows 7,3.0,353711,High Budget
Dell,Inspiron 5567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R7 M445,Windows 10,2.5,70222,High Budget
MSI,GT72S Dominator,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 6820HQ,2.7,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 980M,Windows 10,3.78,214878,High Budget
HP,EliteBook 850,Ultrabook,15.6,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.88,194456,High Budget
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,IPS Panel Touchscreen,Yes,Intel,Core i7 6600U,2.6,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 520,Windows 10,2.8,218550,High Budget
MSI,GP62M 7RDX,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.4,102288,High Budget
HP,Spectre Pro,2 in 1 Convertible,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i5 6300U,2.4,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.48,145909,High Budget
HP,ZBook 15,Workstation,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M1000M,Windows 7,2.59,199651,High Budget
HP,Spectre Pro,2 in 1 Convertible,13.3,2560x1440,Touchscreen,Yes,Intel,Core i7 6600U,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.48,161136,High Budget
HP,ZBook Studio,Workstation,15.6,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M1000M,Windows 7,2.0,170093,High Budget
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.26,205652,High Budget
Dell,Vostro 5568,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 940MX,Windows 10,2.18,90376,High Budget
HP,EliteBook 850,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.88,141431,High Budget
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,IPS Panel Touchscreen,Yes,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.27,209504,High Budget
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,No OS,1.9,30364,Low Budget
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,Not Specified,No,AMD,E-Series 7110,1.8,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon R2 Graphics,Windows 10,1.86,26602,Low Budget
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5 M330,No OS,2.32,53652,Average Budget
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050Ti,Windows 10,2.62,107394,High Budget
Dell,XPS 15,Notebook,15.6,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Yes,Intel,Core i5 6300HQ,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 960M,Windows 10,2.04,201532,High Budget
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,1920x1080,Full HD,No,AMD,A6-Series A6-9220,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,AMD,Radeon 520,Windows 10,1.91,42814,Average Budget
MSI,GP72M 7REX,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,133638,High Budget
Lenovo,ThinkPad T460s,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i7 6600U,2.6,Average Frequency,12,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 520,Windows 7,1.4,205921,High Budget
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,1.0TB Hybrid,1024,Average Memory,AMD,Radeon R5 M330,Windows 10,2.5,70581,High Budget
HP,Spectre Pro,2 in 1 Convertible,13.3,2560x1440,Touchscreen,Yes,Intel,Core i7 6600U,2.6,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 520,Windows 10,1.48,182812,High Budget
Lenovo,ThinkPad T460,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i7 6600U,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.7,134265,High Budget
MSI,GS40 Phantom,Gaming,14.0,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 970M,Windows 10,1.7,158449,High Budget
HP,Pavilion 15-cb003nv,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050,Windows 10,2.62,80523,High Budget
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,Windows 10,2.2,41112,Average Budget
HP,250 G4,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,No OS,2.1,42635,Average Budget
Dell,Inspiron 7567,Gaming,15.6,3840x2160,4K Ultra HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.62,134175,High Budget
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.95,124502,High Budget
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 920MX,Windows 10,2.2,41918,Average Budget
HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Not Specified,No,Intel,Celeron Dual Core N3060,1.6,Low Frequency,2,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 400,Windows 10,1.44,22302,Low Budget
MSI,PL60 7RD,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050,Windows 10,2.2,75149,High Budget
HP,250 G5,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.96,60818,Average Budget
HP,ProBook 450,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,UHD Graphics 620,Windows 10,2.1,103811,High Budget
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3050,1.6,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics,Windows 10,2.2,33051,Low Budget
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,No OS,2.1,35648,Low Budget
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 940MX,No OS,2.2,63505,Average Budget
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,1920x1080,Full HD,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.0,68879,Average Budget
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,4,Low RAM,1.0TB Hybrid,1024,Average Memory,Intel,HD Graphics 520,Windows 7,2.32,73895,High Budget
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX 960,Windows 10,3.31,116888,High Budget
MSI,GS60 Ghost,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 970M,Windows 10,1.91,192844,High Budget
HP,ProBook 450,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6100U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.07,58220,Average Budget
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,IPS Panel Touchscreen,Yes,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.36,146626,High Budget
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,6,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 920M,Windows 10,1.54,74432,High Budget
Dell,Vostro 5568,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GT 940MX,Linux,1.98,80165,High Budget
Acer,Aspire 3,Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 500,Windows 10,2.1,29826,Low Budget
HP,Pavilion 15-BC000nv,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,6,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 960M,Windows 10,2.18,71566,High Budget
Asus,Rog GL552VW-DM201T,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 960M,Windows 10,2.591,81419,High Budget
Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,2.09,105603,High Budget
